,Germ.GC,Germ.PGC,Germ.oocyte,Germ.oogonia_STRA8,Germ.oogonia_meiotic,Germ.pre_oocyte,Somatic.CoelEpi_LHX9,Somatic.OSE,Somatic.early_supporting,Somatic.granulosa,Somatic.preGC_I,Somatic.preGC_IIa,Somatic.preGC_IIb
LINC00997,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.01,0.0,0.01
LINC01001,0.14,0.22,0.07,0.26,0.37,0.24,0.03,0.03,0.06,0.08,0.03,0.03,0.04
LINC01003,0.15,0.12,0.03,0.09,0.03,0.03,0.18,0.19,0.27,0.11,0.2,0.26,0.16
LINC01004,0.0,0.01,0.0,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01
LINC01006,0.47,0.55,0.25,0.37,0.24,0.3,0.18,0.16,0.25,0.1,0.15,0.15,0.11
LINC01011,0.01,0.03,0.01,0.01,0.02,0.01,0.02,0.01,0.06,0.05,0.03,0.03,0.03
LINC01013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01018,0.03,0.02,0.0,0.01,0.01,0.01,0.07,0.05,0.05,0.06,0.07,0.04,0.04
LINC01019,0.28,0.14,0.33,0.38,0.31,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01022,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01023,0.06,0.06,0.03,0.05,0.05,0.04,0.07,0.05,0.08,0.05,0.06,0.05,0.04
LINC01028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0
LINC01029,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01030,0.01,0.01,0.23,0.04,0.07,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01031,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.01
LINC01033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01040,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01053,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01060,0.01,0.04,0.01,0.02,0.09,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0
LINC01063,0.01,0.02,0.03,0.02,0.01,0.06,0.01,0.01,0.01,0.0,0.01,0.01,0.01
LINC01065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01068,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01074,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01075,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01081,0.0,0.0,0.19,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
LINC01087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01088,0.0,0.02,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.02
LINC01089,0.11,0.12,0.09,0.12,0.05,0.05,0.19,0.1,0.34,0.12,0.19,0.14,0.11
LINC01090,0.01,0.0,0.08,0.02,0.22,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01091,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.0,0.01,0.01,0.01
LINC01094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01096,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01098,0.0,0.0,0.04,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01099,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.18,0.0,0.01,0.03
LINC01102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01106,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.01,0.01,0.02
LINC01108,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01115,0.0,0.0,0.05,0.01,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01116,0.01,0.04,0.04,0.03,0.04,0.06,0.53,0.72,0.6,0.27,0.42,0.6,0.55
LINC01117,0.01,0.0,0.03,0.0,0.0,0.04,0.16,0.23,0.14,0.08,0.09,0.14,0.13
LINC01118,0.0,0.0,0.38,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01119,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0
LINC01120,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01122,0.1,0.06,0.11,0.07,0.06,0.15,0.07,0.05,0.15,0.01,0.09,0.08,0.07
LINC01123,0.0,0.01,0.01,0.01,0.0,0.01,0.03,0.05,0.07,0.02,0.06,0.04,0.04
LINC01124,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.02,0.01
LINC01126,0.0,0.0,0.02,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
LINC01133,0.01,0.0,0.0,0.0,0.0,0.01,0.09,0.11,0.0,0.01,0.0,0.0,0.0
LINC01134,0.01,0.02,0.03,0.04,0.22,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
LINC01136,0.0,0.0,0.01,0.0,0.04,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01
LINC01137,0.01,0.03,0.03,0.01,0.0,0.02,0.02,0.01,0.01,0.0,0.01,0.0,0.01
LINC01139,0.02,0.04,0.0,0.02,0.02,0.01,0.05,0.01,0.0,0.04,0.0,0.01,0.02
LINC01140,0.1,0.09,0.08,0.14,0.22,0.28,0.07,0.03,0.07,0.02,0.06,0.03,0.02
LINC01141,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01143,0.01,0.01,0.01,0.02,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01144,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0
LINC01146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01148,0.03,0.0,0.14,0.04,0.05,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01150,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01152,0.02,0.01,0.01,0.0,0.01,0.01,0.03,0.04,0.06,0.05,0.07,0.07,0.09
LINC01154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01160,0.06,0.26,0.04,0.05,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01162,0.03,0.03,0.0,0.05,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01166,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0
LINC01167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01168,0.0,0.0,0.02,0.02,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
LINC01173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01176,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01180,0.0,0.0,0.0,0.01,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01182,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01184,0.14,0.1,0.09,0.14,0.31,0.31,0.18,0.2,0.31,0.17,0.18,0.21,0.19
LINC01185,0.03,0.02,0.01,0.02,0.09,0.05,0.01,0.0,0.01,0.0,0.01,0.0,0.0
LINC01186,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.03,0.01,0.01,0.02
LINC01189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01191,0.07,0.06,0.04,0.13,0.11,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01192,0.01,0.0,0.0,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01193,0.02,0.02,0.23,0.07,0.07,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01194,0.22,0.13,0.17,0.29,0.29,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01197,0.01,0.01,0.02,0.02,0.02,0.02,0.27,0.08,0.34,0.04,0.38,0.21,0.14
LINC01198,0.32,0.42,0.0,0.01,0.12,0.07,0.01,0.0,0.01,0.01,0.0,0.01,0.0
LINC01201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01202,0.01,0.03,0.01,0.03,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01203,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01205,0.4,0.4,0.07,0.3,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01214,0.0,0.0,0.01,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01219,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0
LINC01220,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01224,0.15,0.16,0.07,0.05,0.01,0.03,0.05,0.04,0.01,0.0,0.0,0.01,0.01
LINC01228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01229,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.02,0.01,0.02,0.01,0.02
LINC01230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01231,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
LINC01233,0.03,0.02,0.0,0.02,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0
LINC01234,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01238,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
LINC01238-1,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
LINC01239,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01242,0.13,0.04,0.02,0.21,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01249,0.01,0.02,0.01,0.03,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01250,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01251,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01252,0.0,0.0,0.16,0.01,0.01,0.07,0.0,0.0,0.01,0.02,0.01,0.01,0.01
LINC01254,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01256,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01257,0.0,0.0,0.26,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.02,0.0
LINC01258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
LINC01266,0.06,0.07,0.0,0.07,0.05,0.03,0.03,0.01,0.01,0.01,0.0,0.0,0.0
LINC01267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01270,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.0,0.0
LINC01271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
LINC01273,0.07,0.05,0.01,0.03,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.0
LINC01276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01277,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01285,0.0,0.0,0.0,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01291,0.0,0.0,0.24,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01297,0.02,0.01,0.01,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01300,0.02,0.03,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01301,0.36,0.29,0.08,0.34,0.34,0.16,0.03,0.03,0.04,0.02,0.03,0.03,0.03
LINC01303,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01305,0.03,0.02,0.0,0.05,0.05,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0
LINC01307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01311,0.01,0.02,0.01,0.02,0.02,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0.01
LINC01312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01315,0.03,0.03,0.01,0.03,0.0,0.03,0.06,0.06,0.01,0.0,0.0,0.02,0.02
LINC01317,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01322,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01331,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.13,0.0,0.0,0.02
LINC01332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01336,0.02,0.01,0.03,0.04,0.04,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.0
LINC01337,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01344,0.0,0.0,0.03,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01351,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.04,0.03
LINC01353,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01355,0.03,0.02,0.01,0.0,0.04,0.03,0.02,0.02,0.02,0.05,0.02,0.02,0.02
LINC01356,0.05,0.47,0.07,0.02,0.09,0.11,0.01,0.01,0.01,0.18,0.03,0.01,0.03
LINC01358,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.02,0.01,0.0,0.02
LINC01361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01374,0.02,0.01,0.01,0.08,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01376,0.02,0.03,0.05,0.03,0.02,0.1,0.01,0.01,0.01,0.02,0.01,0.01,0.01
LINC01378,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01381,0.01,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01385,0.0,0.0,0.01,0.0,0.06,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01389,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01391,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.03,0.11,0.07,0.01,0.04
LINC01392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01397,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
LINC01405,0.02,0.04,0.03,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0
LINC01410,0.03,0.05,0.02,0.03,0.04,0.08,0.01,0.0,0.04,0.01,0.01,0.01,0.01
LINC01411,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01412,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01413,0.1,0.06,0.39,0.19,0.23,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
LINC01416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01419,0.03,0.02,0.03,0.11,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01422,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01424,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01426,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.06,0.13,0.0,0.13,0.29,0.13
LINC01427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01431,0.02,0.03,0.06,0.06,0.09,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01
LINC01432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01433,0.0,0.0,0.07,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01435,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01436,0.0,0.0,0.03,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01446,0.19,0.21,0.08,0.18,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
