,Endo.Arterial_EC,Endo.Fenestrated_EC,Endo.Glomerular_EC,Endo.Lymphatic_EC,Endo.Venous_EC,Endothelial,Epi.Epi_Mullerian,Epi.Epi_mesonephros,Epi.Epi_wolffian,Somatic.CoelEpi_LHX9,Somatic.FetalLeydig,Somatic.Gi,Somatic.Oi,Somatic.Sertoli,Somatic.Ti,Somatic.early_sPAX8,Somatic.early_supporting,Somatic.late_sPAX8,Somatic.preGC_I
RGPD2,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01
RGPD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPD4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPD5,0.01,0.01,0.02,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01
RGPD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
RGPD8,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01
RGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS10,0.14,0.05,0.1,0.03,0.08,0.11,0.48,0.55,0.14,0.52,0.03,0.06,0.09,0.02,0.03,0.02,0.04,0.06,0.02
RGS11,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS12,0.24,0.32,0.28,0.26,0.15,0.26,0.21,0.28,0.24,0.19,0.11,0.22,0.12,0.07,0.13,0.15,0.2,0.09,0.15
RGS13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS14,0.09,0.1,0.25,0.06,0.11,0.12,0.18,0.13,0.39,0.09,0.04,0.06,0.05,0.01,0.03,0.05,0.05,0.02,0.06
RGS16,0.05,0.06,0.06,0.13,0.02,0.06,0.03,0.02,0.03,0.01,0.35,0.02,0.03,0.01,0.03,0.03,0.03,0.03,0.02
RGS17,0.04,0.06,0.04,0.05,0.06,0.08,0.06,0.08,0.03,0.05,0.05,0.15,0.09,0.01,0.11,0.13,0.15,0.04,0.07
RGS18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS19,0.22,0.29,0.4,0.27,0.2,0.21,0.12,0.1,0.09,0.06,0.08,0.08,0.06,0.01,0.06,0.03,0.05,0.03,0.02
RGS2,0.17,0.15,0.16,0.09,0.13,0.23,0.23,0.34,0.29,0.19,0.23,0.38,0.25,0.13,0.18,0.21,0.34,0.1,0.13
RGS20,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.07,0.02,0.01,0.0,0.02,0.03,0.0,0.02,0.01,0.01,0.02,0.01
RGS22,0.01,0.0,0.0,0.0,0.0,0.02,0.03,0.1,0.01,0.03,0.1,0.04,0.06,0.02,0.08,0.03,0.02,0.07,0.04
RGS3,0.85,0.58,0.74,0.33,0.51,0.61,0.41,0.35,0.35,0.48,0.45,0.32,0.25,0.39,0.19,0.27,0.41,0.3,0.26
RGS4,0.01,0.0,0.0,0.01,0.0,0.02,0.01,0.05,0.02,0.03,0.06,0.05,0.03,0.01,0.09,0.01,0.02,0.01,0.01
RGS5,0.14,0.16,0.1,0.04,0.05,0.1,0.04,0.34,0.09,0.15,0.02,0.14,0.1,0.03,0.1,0.1,0.14,0.12,0.16
RGS5-1,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.05,0.04,0.03,0.02,0.03,0.02,0.02,0.01,0.03,0.04,0.02,0.03
RGS6,0.02,0.06,0.13,0.01,0.05,0.06,0.01,0.01,0.01,0.19,0.02,0.03,0.02,0.01,0.01,0.04,0.01,0.05,0.01
RGS7,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.01,0.02,0.04,0.0,0.06,0.05,0.01,0.01,0.06,0.1,0.06,0.14
RGS7BP,0.01,0.09,0.04,0.02,0.03,0.05,0.08,0.0,0.06,0.02,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01
RGS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01
RGS9,0.04,0.03,0.05,0.12,0.01,0.07,0.15,0.36,0.37,0.11,0.33,0.12,0.14,0.13,0.12,0.16,0.2,0.16,0.3
RGS9BP,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGSL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHAG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHBDD1,0.07,0.06,0.12,0.08,0.04,0.06,0.09,0.1,0.14,0.07,0.26,0.07,0.05,0.05,0.04,0.04,0.08,0.04,0.08
RHBDD2,0.36,0.4,0.52,0.45,0.28,0.35,0.55,0.68,0.61,0.35,0.72,0.4,0.33,0.24,0.25,0.35,0.55,0.3,0.48
RHBDD3,0.11,0.15,0.16,0.17,0.1,0.15,0.21,0.33,0.25,0.2,0.29,0.22,0.14,0.11,0.13,0.14,0.21,0.12,0.15
RHBDF1,0.11,0.1,0.14,0.09,0.04,0.09,0.09,0.15,0.13,0.09,0.11,0.07,0.07,0.02,0.09,0.02,0.05,0.05,0.02
RHBDF2,0.14,0.08,0.19,0.12,0.07,0.11,0.07,0.07,0.07,0.05,0.15,0.04,0.02,0.03,0.02,0.05,0.07,0.04,0.09
RHBDL1,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.01,0.07,0.01,0.02,0.01,0.01,0.04,0.01,0.03,0.05,0.01,0.03
RHBDL2,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHBDL3,0.15,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0
RHBG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.21,0.0,0.27,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03
RHCE,0.01,0.01,0.0,0.05,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01
RHCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHD,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHEB,0.65,0.63,0.7,0.72,0.58,0.64,0.79,0.92,0.84,0.75,0.72,0.75,0.49,0.51,0.46,0.5,0.64,0.57,0.58
RHEBL1,0.02,0.04,0.04,0.03,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.01,0.07,0.01,0.01,0.04,0.02,0.02
RHEX,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.43,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHNO1,0.14,0.26,0.2,0.18,0.14,0.2,0.33,0.36,0.35,0.26,0.21,0.38,0.18,0.15,0.15,0.18,0.22,0.18,0.18
RHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOA,0.97,0.97,0.98,0.94,0.98,0.96,0.97,0.99,0.97,0.95,0.97,0.97,0.93,0.77,0.93,0.93,0.96,0.93,0.92
RHOB,0.95,0.85,0.95,0.75,0.87,0.91,0.8,0.96,0.92,0.81,0.78,0.68,0.67,0.72,0.6,0.78,0.9,0.71,0.66
RHOBTB1,0.19,0.22,0.31,0.18,0.14,0.22,0.18,0.34,0.5,0.16,0.31,0.17,0.14,0.03,0.12,0.14,0.23,0.08,0.21
RHOBTB2,0.09,0.09,0.09,0.08,0.05,0.12,0.07,0.08,0.07,0.12,0.28,0.16,0.14,0.27,0.07,0.2,0.3,0.15,0.28
RHOBTB3,0.24,0.44,0.58,0.31,0.39,0.58,0.63,0.79,0.58,0.56,0.89,0.83,0.73,0.68,0.72,0.77,0.92,0.63,0.71
RHOC,0.87,0.8,0.86,0.76,0.65,0.71,0.44,0.49,0.6,0.38,0.77,0.41,0.45,0.52,0.53,0.4,0.48,0.66,0.36
RHOD,0.08,0.11,0.04,0.28,0.09,0.11,0.18,0.11,0.2,0.25,0.16,0.1,0.14,0.02,0.03,0.13,0.26,0.1,0.16
RHOF,0.02,0.02,0.03,0.02,0.01,0.04,0.14,0.22,0.28,0.12,0.38,0.1,0.08,0.04,0.02,0.12,0.17,0.08,0.19
RHOG,0.47,0.49,0.65,0.46,0.4,0.44,0.35,0.36,0.38,0.41,0.41,0.42,0.27,0.24,0.28,0.3,0.41,0.28,0.33
RHOH,0.01,0.01,0.01,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOJ,0.38,0.53,0.42,0.77,0.32,0.4,0.02,0.01,0.01,0.01,0.09,0.05,0.08,0.03,0.11,0.01,0.01,0.05,0.01
RHOQ,0.08,0.08,0.05,0.09,0.04,0.1,0.15,0.15,0.14,0.14,0.1,0.12,0.06,0.05,0.05,0.05,0.11,0.05,0.05
RHOT1,0.22,0.24,0.26,0.19,0.17,0.27,0.32,0.36,0.4,0.3,0.37,0.3,0.22,0.21,0.21,0.26,0.4,0.24,0.34
RHOT2,0.27,0.32,0.36,0.3,0.23,0.33,0.4,0.47,0.54,0.29,0.36,0.35,0.21,0.23,0.19,0.28,0.41,0.23,0.25
RHOU,0.05,0.21,0.28,0.26,0.07,0.14,0.2,0.18,0.17,0.43,0.2,0.26,0.08,0.08,0.06,0.2,0.2,0.19,0.06
RHOV,0.0,0.0,0.01,0.0,0.0,0.01,0.08,0.04,0.1,0.03,0.01,0.05,0.01,0.04,0.0,0.08,0.1,0.03,0.03
RHOXF1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.03
RHOXF1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.02,0.01,0.01,0.01,0.0,0.01,0.02,0.0,0.01
RHOXF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
RHOXF2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHPN1,0.12,0.09,0.17,0.18,0.05,0.08,0.2,0.2,0.27,0.03,0.01,0.01,0.0,0.02,0.0,0.02,0.07,0.05,0.08
RHPN1-AS1,0.0,0.01,0.01,0.01,0.0,0.0,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01
RHPN2,0.0,0.01,0.01,0.11,0.01,0.02,0.25,0.21,0.33,0.26,0.0,0.03,0.01,0.01,0.01,0.05,0.06,0.04,0.06
RIBC1,0.01,0.0,0.0,0.0,0.01,0.01,0.04,0.06,0.05,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.03,0.02
RIBC2,0.01,0.03,0.03,0.02,0.01,0.02,0.1,0.13,0.06,0.03,0.01,0.04,0.01,0.02,0.01,0.01,0.01,0.01,0.0
RIC1,0.19,0.27,0.3,0.23,0.13,0.24,0.25,0.4,0.35,0.21,0.27,0.3,0.18,0.15,0.16,0.23,0.33,0.12,0.19
RIC3,0.01,0.01,0.01,0.01,0.0,0.05,0.12,0.17,0.14,0.07,0.03,0.03,0.02,0.33,0.01,0.19,0.18,0.17,0.27
RIC8A,0.34,0.37,0.4,0.4,0.26,0.36,0.39,0.55,0.5,0.32,0.39,0.36,0.27,0.2,0.26,0.27,0.35,0.27,0.29
RIC8B,0.14,0.17,0.19,0.16,0.08,0.16,0.13,0.34,0.18,0.14,0.21,0.19,0.09,0.11,0.09,0.09,0.16,0.11,0.09
RICTOR,0.3,0.27,0.29,0.26,0.16,0.29,0.3,0.37,0.42,0.28,0.27,0.25,0.16,0.23,0.14,0.17,0.21,0.15,0.22
RIDA,0.1,0.15,0.18,0.15,0.12,0.14,0.32,0.44,0.69,0.19,0.33,0.17,0.14,0.09,0.11,0.1,0.14,0.11,0.12
RIF1,0.34,0.43,0.36,0.4,0.25,0.44,0.47,0.48,0.48,0.39,0.5,0.51,0.33,0.38,0.32,0.33,0.43,0.29,0.33
RIIAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01
RILP,0.12,0.16,0.2,0.25,0.12,0.1,0.02,0.02,0.07,0.02,0.06,0.02,0.01,0.03,0.01,0.01,0.01,0.03,0.02
RILPL1,0.12,0.15,0.19,0.1,0.05,0.13,0.11,0.16,0.16,0.09,0.19,0.16,0.08,0.06,0.09,0.09,0.17,0.05,0.08
RILPL2,0.22,0.19,0.38,0.17,0.15,0.2,0.16,0.19,0.25,0.17,0.1,0.08,0.09,0.06,0.08,0.07,0.17,0.07,0.14
RIMBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.1,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIMBP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
RIMBP3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIMBP3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIMKLA,0.0,0.0,0.0,0.01,0.0,0.01,0.02,0.0,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.01,0.04,0.0,0.05
RIMKLB,0.34,0.35,0.3,0.25,0.19,0.31,0.36,0.29,0.31,0.24,0.3,0.28,0.17,0.24,0.11,0.25,0.32,0.18,0.21
RIMS1,0.0,0.01,0.0,0.02,0.0,0.01,0.01,0.02,0.06,0.07,0.0,0.02,0.01,0.01,0.0,0.02,0.05,0.0,0.03
RIMS2,0.0,0.0,0.01,0.01,0.0,0.02,0.01,0.02,0.03,0.04,0.2,0.03,0.01,0.01,0.18,0.02,0.01,0.01,0.01
RIMS3,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.02,0.07,0.02,0.01,0.07,0.0,0.04,0.02,0.02,0.02
RIMS4,0.01,0.0,0.0,0.01,0.01,0.06,0.01,0.01,0.01,0.02,0.07,0.01,0.01,0.56,0.02,0.13,0.42,0.1,0.18
RIN1,0.04,0.05,0.18,0.02,0.05,0.06,0.04,0.04,0.02,0.02,0.02,0.02,0.03,0.0,0.03,0.0,0.0,0.0,0.0
RIN2,0.2,0.2,0.32,0.15,0.17,0.25,0.24,0.21,0.14,0.09,0.22,0.07,0.08,0.11,0.06,0.09,0.09,0.13,0.15
RIN3,0.32,0.22,0.37,0.17,0.17,0.23,0.05,0.02,0.06,0.04,0.17,0.02,0.03,0.12,0.05,0.01,0.02,0.05,0.01
RING1,0.28,0.27,0.32,0.29,0.23,0.36,0.43,0.54,0.54,0.38,0.44,0.41,0.29,0.34,0.3,0.36,0.45,0.34,0.36
RINL,0.05,0.03,0.03,0.11,0.02,0.03,0.11,0.08,0.17,0.03,0.03,0.01,0.01,0.05,0.01,0.03,0.02,0.08,0.03
RINT1,0.09,0.12,0.12,0.12,0.06,0.1,0.15,0.16,0.19,0.12,0.14,0.14,0.08,0.06,0.08,0.09,0.14,0.07,0.09
RIOK1,0.19,0.26,0.28,0.2,0.18,0.26,0.32,0.28,0.29,0.23,0.34,0.24,0.18,0.15,0.19,0.13,0.21,0.13,0.15
RIOK2,0.13,0.19,0.18,0.18,0.11,0.19,0.28,0.34,0.38,0.23,0.25,0.3,0.19,0.14,0.18,0.2,0.3,0.15,0.2
RIOK3,0.37,0.37,0.38,0.39,0.25,0.33,0.35,0.38,0.5,0.25,0.44,0.3,0.19,0.27,0.17,0.22,0.35,0.18,0.26
RIOX1,0.05,0.08,0.05,0.1,0.04,0.08,0.16,0.17,0.15,0.11,0.1,0.1,0.05,0.09,0.05,0.1,0.12,0.09,0.09
RIOX2,0.19,0.2,0.18,0.19,0.14,0.19,0.18,0.28,0.18,0.14,0.31,0.19,0.14,0.1,0.12,0.14,0.19,0.13,0.14
RIPK1,0.15,0.15,0.19,0.18,0.09,0.15,0.09,0.13,0.15,0.11,0.16,0.09,0.07,0.08,0.06,0.1,0.15,0.08,0.08
RIPK2,0.11,0.13,0.12,0.12,0.06,0.11,0.27,0.21,0.32,0.16,0.1,0.09,0.05,0.05,0.05,0.06,0.14,0.04,0.06
RIPK3,0.04,0.04,0.01,0.03,0.01,0.02,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPK4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.11,0.4,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
RIPOR1,0.54,0.45,0.48,0.44,0.31,0.45,0.15,0.26,0.2,0.15,0.26,0.18,0.13,0.18,0.12,0.2,0.42,0.1,0.22
RIPOR2,0.01,0.02,0.01,0.0,0.01,0.02,0.01,0.02,0.03,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.03,0.01
RIPOR3,0.01,0.0,0.01,0.0,0.01,0.02,0.01,0.01,0.03,0.1,0.01,0.01,0.01,0.04,0.0,0.02,0.06,0.01,0.03
RIPPLY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPPLY2,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPPLY3,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIT1,0.33,0.29,0.43,0.3,0.21,0.27,0.22,0.3,0.45,0.13,0.26,0.24,0.12,0.19,0.12,0.2,0.3,0.17,0.18
RIT2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RITA1,0.1,0.17,0.17,0.19,0.11,0.15,0.18,0.22,0.28,0.11,0.21,0.15,0.1,0.06,0.1,0.11,0.11,0.11,0.1
RLBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RLF,0.22,0.28,0.27,0.29,0.13,0.28,0.38,0.35,0.41,0.28,0.33,0.39,0.22,0.25,0.2,0.23,0.35,0.18,0.24
RLIM,0.3,0.3,0.27,0.25,0.18,0.3,0.32,0.41,0.43,0.32,0.34,0.4,0.22,0.23,0.19,0.25,0.37,0.17,0.25
RLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
RLN2,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.04,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01
RLN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMC1,0.1,0.1,0.11,0.14,0.07,0.09,0.11,0.14,0.17,0.1,0.2,0.07,0.05,0.1,0.04,0.09,0.16,0.07,0.09
RMDN1,0.2,0.22,0.3,0.32,0.14,0.21,0.29,0.31,0.43,0.21,0.4,0.19,0.13,0.2,0.12,0.16,0.22,0.16,0.14
RMDN2,0.02,0.03,0.03,0.03,0.03,0.03,0.06,0.09,0.1,0.05,0.29,0.05,0.04,0.04,0.04,0.06,0.1,0.04,0.06
RMDN2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
RMDN3,0.22,0.24,0.26,0.23,0.16,0.22,0.29,0.33,0.4,0.18,0.26,0.2,0.16,0.09,0.16,0.14,0.17,0.12,0.13
RMI1,0.07,0.1,0.11,0.11,0.04,0.08,0.15,0.14,0.14,0.12,0.13,0.16,0.07,0.13,0.06,0.09,0.08,0.13,0.06
RMI2,0.07,0.18,0.15,0.08,0.08,0.13,0.3,0.2,0.26,0.25,0.17,0.34,0.19,0.12,0.12,0.17,0.16,0.13,0.14
RMND1,0.14,0.19,0.18,0.18,0.13,0.21,0.39,0.43,0.52,0.31,0.28,0.34,0.25,0.14,0.15,0.24,0.35,0.21,0.4
RMND5A,0.26,0.32,0.37,0.32,0.19,0.31,0.36,0.43,0.47,0.33,0.34,0.34,0.17,0.23,0.16,0.23,0.35,0.18,0.2
RMND5B,0.18,0.12,0.22,0.14,0.05,0.12,0.21,0.26,0.29,0.15,0.23,0.14,0.08,0.13,0.11,0.14,0.2,0.13,0.14
RMRP,0.06,0.09,0.12,0.05,0.03,0.06,0.08,0.11,0.11,0.11,0.13,0.1,0.06,0.06,0.05,0.1,0.18,0.02,0.05
RN7SL832P,0.02,0.03,0.03,0.01,0.01,0.03,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.0,0.01
RNASE1,0.96,0.84,0.64,0.37,0.93,0.92,0.26,0.07,0.1,0.39,0.98,0.66,0.84,1.0,0.91,0.78,0.99,0.82,0.98
RNASE10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE4,0.08,0.1,0.06,0.31,0.07,0.12,0.1,0.06,0.12,0.19,0.06,0.13,0.15,0.29,0.12,0.06,0.1,0.19,0.12
RNASE6,0.02,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASEH1,0.16,0.21,0.25,0.18,0.14,0.22,0.26,0.29,0.29,0.23,0.28,0.23,0.15,0.13,0.16,0.17,0.27,0.13,0.17
RNASEH1-AS1,0.07,0.08,0.1,0.09,0.08,0.1,0.17,0.14,0.17,0.1,0.15,0.09,0.08,0.06,0.07,0.08,0.1,0.09,0.1
RNASEH2A,0.2,0.32,0.28,0.3,0.19,0.24,0.39,0.33,0.32,0.31,0.22,0.38,0.2,0.15,0.17,0.19,0.2,0.2,0.16
RNASEH2B,0.14,0.18,0.18,0.2,0.12,0.21,0.46,0.43,0.37,0.34,0.41,0.34,0.24,0.23,0.22,0.23,0.32,0.22,0.23
RNASEH2B-AS1,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0
RNASEH2C,0.52,0.49,0.5,0.6,0.48,0.48,0.52,0.52,0.53,0.55,0.8,0.4,0.38,0.38,0.35,0.32,0.39,0.45,0.41
RNASEK,0.4,0.32,0.23,0.38,0.38,0.34,0.32,0.27,0.37,0.27,0.31,0.21,0.27,0.28,0.29,0.28,0.26,0.49,0.27
RNASEK-C17orf49,0.03,0.02,0.01,0.03,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.0,0.01,0.02,0.01,0.01
RNASEL,0.01,0.06,0.05,0.01,0.04,0.07,0.05,0.09,0.13,0.07,0.14,0.06,0.07,0.06,0.06,0.04,0.07,0.06,0.06
RNASET2,0.08,0.17,0.33,0.12,0.19,0.23,0.82,0.64,0.63,0.29,0.18,0.17,0.25,0.08,0.16,0.16,0.14,0.29,0.21
RND1,0.07,0.1,0.13,0.02,0.04,0.07,0.08,0.05,0.07,0.1,0.02,0.04,0.02,0.01,0.01,0.05,0.08,0.03,0.03
RND2,0.03,0.01,0.03,0.02,0.01,0.04,0.12,0.15,0.17,0.07,0.08,0.04,0.04,0.12,0.02,0.08,0.23,0.07,0.18
RND3,0.32,0.23,0.13,0.12,0.14,0.3,0.41,0.49,0.39,0.45,0.22,0.53,0.34,0.04,0.42,0.27,0.39,0.12,0.21
RNF10,0.42,0.47,0.51,0.45,0.32,0.46,0.5,0.51,0.63,0.39,0.6,0.47,0.35,0.4,0.32,0.39,0.58,0.32,0.44
RNF103,0.17,0.15,0.15,0.2,0.09,0.17,0.15,0.22,0.2,0.14,0.23,0.15,0.11,0.13,0.1,0.12,0.18,0.11,0.11
RNF103-CHMP3,0.0,0.01,0.02,0.01,0.01,0.01,0.04,0.02,0.01,0.03,0.01,0.02,0.01,0.0,0.01,0.02,0.03,0.01,0.02
RNF11,0.43,0.41,0.47,0.56,0.33,0.45,0.44,0.61,0.63,0.4,0.49,0.42,0.33,0.21,0.34,0.35,0.53,0.31,0.45
RNF111,0.23,0.24,0.29,0.24,0.15,0.25,0.21,0.24,0.29,0.17,0.25,0.24,0.14,0.18,0.13,0.17,0.29,0.15,0.19
RNF112,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
RNF113A,0.17,0.23,0.31,0.21,0.16,0.21,0.28,0.28,0.36,0.2,0.26,0.25,0.18,0.14,0.14,0.18,0.29,0.16,0.24
RNF113B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
